,person_age,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
7408,37.0,66042.0,14,MORTGAGE,8000.0,HOMEIMPROVEMENT,11.01,15.0,611,Yes,0
7409,40.0,30568.0,15,RENT,7000.0,VENTURE,11.01,15.0,662,No,0
7410,36.0,65794.0,12,MORTGAGE,5000.0,MEDICAL,11.01,16.0,553,Yes,0
7411,36.0,58653.0,12,MORTGAGE,1500.0,EDUCATION,13.92,13.0,690,No,0
7412,47.0,65963.0,27,MORTGAGE,4000.0,DEBTCONSOLIDATION,11.58,11.0,662,Yes,0
7413,46.0,65966.0,24,MORTGAGE,4500.0,VENTURE,11.49,14.0,692,Yes,0
7414,37.0,59009.0,16,MORTGAGE,7000.0,MEDICAL,15.21,17.0,622,No,0
7415,41.0,66209.0,19,MORTGAGE,7700.0,EDUCATION,6.91,17.0,700,No,0
7416,36.0,66472.0,12,MORTGAGE,20500.0,VENTURE,6.91,17.0,618,Yes,0
7417,39.0,40098.0,17,RENT,7000.0,MEDICAL,11.01,16.0,575,Yes,0
7418,37.0,66582.0,17,MORTGAGE,20000.0,VENTURE,11.01,15.0,637,Yes,0
7419,37.0,66637.0,14,MORTGAGE,7000.0,HOMEIMPROVEMENT,6.92,13.0,465,Yes,0
7420,39.0,66946.0,16,OWN,5500.0,VENTURE,7.51,11.0,596,Yes,0
7421,47.0,67044.0,24,MORTGAGE,9000.0,MEDICAL,10.38,16.0,656,No,0
7422,41.0,45308.0,17,RENT,7000.0,PERSONAL,9.32,16.0,564,Yes,0
7423,39.0,46495.0,21,RENT,7000.0,DEBTCONSOLIDATION,11.49,11.0,631,No,0
7424,42.0,66718.0,16,MORTGAGE,16500.0,VENTURE,12.69,11.0,652,Yes,0
7425,46.0,67301.0,22,MORTGAGE,5000.0,MEDICAL,9.91,14.0,687,Yes,0
7426,37.0,42821.0,14,RENT,7000.0,DEBTCONSOLIDATION,16.77,17.0,680,No,0
7427,43.0,67088.0,17,MORTGAGE,10000.0,VENTURE,6.03,17.0,610,Yes,0
7428,45.0,59682.0,25,OWN,24250.0,MEDICAL,19.03,11.0,659,No,0
7429,36.0,50212.0,15,RENT,7000.0,PERSONAL,9.63,14.0,645,Yes,0
7430,38.0,67330.0,12,OWN,15600.0,HOMEIMPROVEMENT,7.9,15.0,653,Yes,0
7431,36.0,67190.0,11,MORTGAGE,3000.0,EDUCATION,11.01,14.0,574,No,0
7432,36.0,51542.0,13,RENT,7000.0,VENTURE,6.62,16.0,600,Yes,0
7433,43.0,51365.0,18,RENT,7000.0,EDUCATION,14.96,16.0,614,Yes,0
7434,40.0,66779.0,20,MORTGAGE,12000.0,EDUCATION,6.62,15.0,674,No,0
7435,39.0,66748.0,18,MORTGAGE,10000.0,PERSONAL,5.42,16.0,649,No,0
7436,41.0,52225.0,18,RENT,7000.0,VENTURE,7.43,13.0,639,Yes,0
7437,40.0,46531.0,17,RENT,7000.0,DEBTCONSOLIDATION,15.99,16.0,648,No,0
7438,36.0,53874.0,13,RENT,7000.0,EDUCATION,8.0,11.0,563,No,0
7439,38.0,67120.0,15,MORTGAGE,6000.0,PERSONAL,5.42,14.0,664,Yes,0
7440,36.0,55072.0,13,RENT,7000.0,MEDICAL,9.91,12.0,665,Yes,0
7441,43.0,54840.0,18,RENT,7000.0,EDUCATION,12.99,14.0,636,Yes,0
7442,37.0,54894.0,13,RENT,7000.0,DEBTCONSOLIDATION,7.49,15.0,630,Yes,0
7443,43.0,55044.0,19,RENT,7000.0,EDUCATION,5.42,12.0,662,No,0
7444,41.0,67060.0,19,MORTGAGE,9000.0,PERSONAL,5.99,17.0,601,Yes,0
7445,38.0,57393.0,16,RENT,7000.0,PERSONAL,13.35,13.0,679,Yes,0
7446,37.0,67051.0,14,OWN,24375.0,VENTURE,10.37,13.0,632,Yes,0
7447,46.0,67063.0,24,MORTGAGE,15000.0,VENTURE,10.37,11.0,681,Yes,0
7448,38.0,66877.0,13,MORTGAGE,11700.0,EDUCATION,7.66,15.0,648,Yes,0
7449,41.0,60968.0,17,RENT,7000.0,PERSONAL,12.87,12.0,705,No,705
7450,39.0,61517.0,13,RENT,7000.0,EDUCATION,11.86,11.0,720,No,720
7451,38.0,63590.0,17,RENT,7000.0,EDUCATION,5.99,11.0,703,Yes,703
7452,36.0,67516.0,14,MORTGAGE,12000.0,PERSONAL,11.01,13.0,627,Yes,0
7453,39.0,65457.0,16,RENT,7000.0,HOMEIMPROVEMENT,9.62,15.0,686,No,0
7454,39.0,66860.0,19,OWN,13000.0,HOMEIMPROVEMENT,13.98,14.0,551,Yes,0
7455,36.0,59381.0,12,RENT,7000.0,HOMEIMPROVEMENT,10.74,16.0,620,No,0
7456,36.0,67351.0,12,RENT,7000.0,VENTURE,6.92,16.0,673,Yes,0
7457,41.0,71026.0,21,RENT,7150.0,PERSONAL,15.99,16.0,701,No,701
7458,37.0,73107.0,11,RENT,7175.0,VENTURE,7.9,14.0,673,Yes,0
7459,44.0,66699.0,22,MORTGAGE,5000.0,EDUCATION,7.51,11.0,567,No,0
7460,39.0,28333.0,18,RENT,7200.0,MEDICAL,11.01,17.0,673,No,0
7461,40.0,66898.0,16,MORTGAGE,3600.0,VENTURE,6.39,14.0,649,No,0
7462,38.0,29770.0,15,RENT,7200.0,MEDICAL,10.65,14.0,490,Yes,0
7463,36.0,30949.0,11,RENT,7200.0,MEDICAL,7.29,11.0,629,No,0
7464,44.0,35674.0,18,RENT,7200.0,DEBTCONSOLIDATION,11.71,17.0,642,No,0
7465,40.0,66787.0,22,OWN,8000.0,HOMEIMPROVEMENT,11.36,17.0,633,Yes,0
7466,48.0,66983.0,27,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.01,11.0,734,No,734
7467,43.0,66965.0,16,OWN,2000.0,VENTURE,12.53,11.0,659,No,0
7468,38.0,66972.0,16,MORTGAGE,14000.0,MEDICAL,13.22,13.0,647,No,0
7469,36.0,66664.0,17,OWN,9000.0,MEDICAL,11.01,16.0,634,Yes,0
7470,37.0,35964.0,16,RENT,7200.0,PERSONAL,19.03,14.0,628,No,0
7471,37.0,60126.0,15,MORTGAGE,4000.0,MEDICAL,15.65,17.0,592,No,0
7472,42.0,48981.0,20,RENT,7200.0,DEBTCONSOLIDATION,10.75,17.0,563,Yes,0
7473,37.0,55279.0,15,RENT,7200.0,MEDICAL,9.63,14.0,712,No,712
7474,36.0,61158.0,11,RENT,7200.0,VENTURE,13.98,15.0,662,Yes,0
7475,36.0,59626.0,12,MORTGAGE,8000.0,DEBTCONSOLIDATION,15.68,14.0,505,No,0
7476,36.0,73201.0,11,RENT,7200.0,PERSONAL,11.01,12.0,633,Yes,0
7477,42.0,72615.0,17,RENT,7200.0,HOMEIMPROVEMENT,5.79,11.0,705,No,705
7478,37.0,67260.0,14,MORTGAGE,6500.0,VENTURE,6.03,16.0,618,Yes,0
7479,42.0,67697.0,20,OWN,2000.0,VENTURE,11.49,15.0,652,Yes,0
7480,37.0,80838.0,14,RENT,7200.0,DEBTCONSOLIDATION,10.0,15.0,624,Yes,0
7481,36.0,67674.0,14,MORTGAGE,7875.0,EDUCATION,11.99,12.0,547,Yes,0
7482,38.0,67182.0,16,MORTGAGE,22500.0,HOMEIMPROVEMENT,7.49,12.0,650,Yes,0
7483,37.0,67869.0,14,MORTGAGE,17000.0,PERSONAL,8.7,12.0,645,Yes,0
7484,39.0,60791.0,19,MORTGAGE,12600.0,DEBTCONSOLIDATION,16.89,15.0,729,No,729
7485,48.0,68371.0,26,MORTGAGE,15000.0,DEBTCONSOLIDATION,6.99,14.0,629,Yes,0
7486,36.0,114962.0,12,RENT,7375.0,VENTURE,8.94,15.0,626,No,0
7487,46.0,68112.0,23,MORTGAGE,6000.0,EDUCATION,11.01,16.0,672,No,0
7488,43.0,24111.0,20,RENT,7500.0,HOMEIMPROVEMENT,9.01,11.0,589,No,0
7489,39.0,68366.0,16,MORTGAGE,10000.0,PERSONAL,12.73,12.0,642,No,0
7490,37.0,30924.0,11,RENT,7500.0,MEDICAL,10.99,17.0,634,Yes,0
7491,38.0,32597.0,13,RENT,7500.0,DEBTCONSOLIDATION,13.47,12.0,590,No,0
7492,37.0,68360.0,10,MORTGAGE,13000.0,HOMEIMPROVEMENT,9.63,17.0,577,Yes,0
7493,39.0,68471.0,19,MORTGAGE,6000.0,HOMEIMPROVEMENT,11.36,13.0,552,Yes,0
7494,42.0,42846.0,19,RENT,7500.0,MEDICAL,9.99,15.0,654,Yes,0
7495,38.0,44378.0,16,RENT,7500.0,EDUCATION,11.36,13.0,682,No,0
7496,41.0,44987.0,17,RENT,7500.0,MEDICAL,10.96,14.0,620,No,0
7497,36.0,68811.0,13,OWN,20000.0,PERSONAL,13.57,12.0,620,Yes,0
7498,41.0,47483.0,21,RENT,7500.0,MEDICAL,8.49,12.0,635,Yes,0
7499,37.0,68765.0,13,MORTGAGE,10000.0,EDUCATION,11.01,13.0,645,No,0
7500,36.0,68871.0,16,MORTGAGE,12000.0,VENTURE,7.49,17.0,696,No,0
7501,36.0,69100.0,14,MORTGAGE,12000.0,VENTURE,13.72,11.0,642,Yes,0
7502,38.0,69194.0,18,OWN,15000.0,HOMEIMPROVEMENT,17.27,16.0,674,No,0
7503,43.0,69316.0,22,MORTGAGE,2725.0,EDUCATION,11.01,12.0,724,No,724
7504,39.0,69639.0,17,MORTGAGE,6300.0,EDUCATION,10.99,17.0,593,Yes,0
7505,37.0,58693.0,15,RENT,7500.0,PERSONAL,11.01,13.0,667,Yes,0
7506,37.0,58416.0,14,RENT,7500.0,MEDICAL,16.29,14.0,641,Yes,0
7507,44.0,58915.0,21,RENT,7500.0,MEDICAL,11.49,15.0,717,No,717
7508,50.0,60770.0,24,RENT,7500.0,HOMEIMPROVEMENT,11.01,16.0,710,Yes,710
7509,41.0,69014.0,21,MORTGAGE,10000.0,PERSONAL,7.51,12.0,648,Yes,0
7510,36.0,67104.0,14,RENT,7500.0,VENTURE,8.9,13.0,691,No,0
7511,39.0,69245.0,19,MORTGAGE,3000.0,DEBTCONSOLIDATION,9.63,14.0,609,No,0
7512,36.0,62257.0,13,MORTGAGE,10000.0,MEDICAL,15.68,16.0,543,No,0
7513,42.0,70453.0,22,RENT,7500.0,DEBTCONSOLIDATION,12.99,17.0,693,Yes,0
7514,41.0,70742.0,17,RENT,7500.0,PERSONAL,11.03,16.0,686,No,0
7515,36.0,65505.0,10,RENT,7500.0,HOMEIMPROVEMENT,11.01,14.0,709,No,709
7516,41.0,69893.0,16,MORTGAGE,8500.0,DEBTCONSOLIDATION,5.79,11.0,667,Yes,0
7517,46.0,69838.0,25,MORTGAGE,9000.0,DEBTCONSOLIDATION,6.92,14.0,545,Yes,0
7518,41.0,75440.0,20,RENT,7500.0,MEDICAL,11.36,16.0,678,No,0
7519,38.0,78720.0,14,RENT,7500.0,PERSONAL,9.63,11.0,663,No,0
7520,38.0,79007.0,16,RENT,7500.0,PERSONAL,12.29,13.0,638,Yes,0
7521,41.0,82132.0,17,RENT,7500.0,HOMEIMPROVEMENT,9.88,15.0,639,No,0
7522,37.0,70346.0,13,MORTGAGE,15000.0,DEBTCONSOLIDATION,9.63,12.0,636,Yes,0
7523,36.0,70077.0,18,OWN,4000.0,EDUCATION,11.01,15.0,639,Yes,0
7524,38.0,70185.0,15,MORTGAGE,9000.0,DEBTCONSOLIDATION,10.99,12.0,690,No,0
7525,50.0,83271.0,30,RENT,7500.0,VENTURE,10.33,15.0,685,Yes,0
7526,36.0,97123.0,16,RENT,7500.0,EDUCATION,11.49,15.0,661,No,0
7527,44.0,69844.0,22,MORTGAGE,3600.0,MEDICAL,6.99,14.0,641,No,0
7528,37.0,114881.0,16,RENT,7500.0,DEBTCONSOLIDATION,7.51,16.0,670,Yes,0
7529,41.0,70274.0,18,MORTGAGE,15000.0,PERSONAL,9.62,12.0,676,Yes,0
7530,39.0,70748.0,19,MORTGAGE,8000.0,HOMEIMPROVEMENT,7.88,16.0,703,Yes,703
7531,39.0,142546.0,15,RENT,7500.0,HOMEIMPROVEMENT,13.24,14.0,622,No,0
7532,48.0,154484.0,24,RENT,7500.0,EDUCATION,17.49,11.0,676,No,0
7533,37.0,214629.0,15,RENT,7500.0,DEBTCONSOLIDATION,11.14,11.0,711,No,711
7534,41.0,252898.0,18,RENT,7500.0,PERSONAL,6.03,14.0,592,No,0
7535,41.0,70592.0,21,MORTGAGE,1800.0,DEBTCONSOLIDATION,7.51,12.0,650,Yes,0
7536,37.0,936964.0,11,RENT,7500.0,HOMEIMPROVEMENT,12.18,15.0,652,Yes,0
7537,36.0,26662.0,9,RENT,7550.0,DEBTCONSOLIDATION,14.61,13.0,686,No,0
7538,44.0,70552.0,22,MORTGAGE,6400.0,VENTURE,16.29,13.0,677,No,0
7539,41.0,42539.0,20,RENT,7550.0,DEBTCONSOLIDATION,16.89,14.0,713,No,713
7540,40.0,63651.0,16,MORTGAGE,7000.0,HOMEIMPROVEMENT,14.65,14.0,652,No,0
7541,40.0,70677.0,18,MORTGAGE,8000.0,EDUCATION,18.79,12.0,717,No,717
7542,36.0,96905.0,14,RENT,7600.0,MEDICAL,13.49,15.0,664,Yes,0
7543,39.0,37076.0,14,RENT,7675.0,HOMEIMPROVEMENT,16.0,16.0,688,No,0
7544,37.0,64505.0,14,RENT,7700.0,VENTURE,11.01,13.0,628,Yes,0
7545,40.0,76721.0,15,RENT,7700.0,EDUCATION,15.23,11.0,599,No,0
7546,36.0,70889.0,14,MORTGAGE,21600.0,PERSONAL,6.54,14.0,603,Yes,0
7547,37.0,36572.0,13,RENT,7750.0,VENTURE,11.01,17.0,611,No,0
7548,36.0,63612.0,14,MORTGAGE,1500.0,PERSONAL,11.36,17.0,698,No,0
7549,43.0,70440.0,22,MORTGAGE,9000.0,EDUCATION,13.22,14.0,691,Yes,0
7550,41.0,70504.0,22,MORTGAGE,5200.0,DEBTCONSOLIDATION,12.87,11.0,654,No,0
7551,44.0,52535.0,22,RENT,7800.0,DEBTCONSOLIDATION,11.01,13.0,598,Yes,0
7552,46.0,70769.0,23,MORTGAGE,6300.0,PERSONAL,11.03,13.0,614,No,0
7553,37.0,63393.0,14,MORTGAGE,16000.0,DEBTCONSOLIDATION,15.25,11.0,598,No,0
7554,39.0,123270.0,14,RENT,7800.0,EDUCATION,11.99,11.0,688,Yes,0
7555,42.0,22697.0,23,RENT,8000.0,VENTURE,6.91,17.0,655,No,0
7556,45.0,71621.0,25,MORTGAGE,9000.0,MEDICAL,7.9,16.0,615,No,0
7557,36.0,64579.0,17,MORTGAGE,10000.0,HOMEIMPROVEMENT,13.98,16.0,681,No,0
7558,39.0,29777.0,17,RENT,8000.0,VENTURE,13.8,12.0,692,No,0
7559,37.0,71667.0,15,MORTGAGE,9000.0,HOMEIMPROVEMENT,10.25,13.0,678,Yes,0
7560,36.0,29842.0,15,RENT,8000.0,DEBTCONSOLIDATION,13.61,14.0,687,No,0
7561,37.0,71433.0,16,MORTGAGE,11000.0,MEDICAL,11.01,17.0,667,No,0
7562,43.0,30903.0,16,RENT,8000.0,MEDICAL,11.99,17.0,603,No,0
7563,36.0,31051.0,14,RENT,8000.0,MEDICAL,15.65,13.0,657,No,0
7564,36.0,71832.0,13,MORTGAGE,10000.0,VENTURE,7.51,15.0,513,Yes,0
7565,40.0,72633.0,18,MORTGAGE,5500.0,VENTURE,7.14,11.0,562,Yes,0
7566,44.0,34686.0,24,RENT,8000.0,EDUCATION,7.49,11.0,700,No,0
7567,36.0,72611.0,14,MORTGAGE,21000.0,HOMEIMPROVEMENT,15.62,13.0,614,Yes,0
7568,36.0,73040.0,13,MORTGAGE,18200.0,VENTURE,18.25,15.0,631,Yes,0
7569,38.0,37142.0,16,RENT,8000.0,MEDICAL,11.01,14.0,695,No,0
7570,42.0,36781.0,19,RENT,8000.0,VENTURE,14.96,15.0,592,Yes,0
7571,41.0,38380.0,19,RENT,8000.0,VENTURE,10.38,17.0,691,No,0
7572,39.0,72934.0,19,MORTGAGE,17000.0,EDUCATION,14.65,14.0,665,Yes,0
7573,48.0,39678.0,25,RENT,8000.0,MEDICAL,6.62,14.0,673,Yes,0
7574,45.0,39263.0,26,RENT,8000.0,DEBTCONSOLIDATION,10.99,12.0,682,No,0
7575,36.0,73163.0,14,MORTGAGE,17050.0,DEBTCONSOLIDATION,12.69,14.0,637,Yes,0
7576,37.0,41324.0,18,RENT,8000.0,PERSONAL,11.01,17.0,599,Yes,0
7577,36.0,41736.0,14,RENT,8000.0,PERSONAL,11.01,15.0,644,Yes,0
7578,36.0,42255.0,16,RENT,8000.0,DEBTCONSOLIDATION,11.01,16.0,601,Yes,0
7579,39.0,42772.0,17,RENT,8000.0,EDUCATION,13.22,14.0,671,Yes,0
7580,47.0,37069.0,23,RENT,8000.0,DEBTCONSOLIDATION,12.18,11.0,655,No,0
7581,39.0,73048.0,18,MORTGAGE,12800.0,DEBTCONSOLIDATION,6.62,14.0,607,Yes,0
7582,36.0,37315.0,15,RENT,8000.0,HOMEIMPROVEMENT,11.11,13.0,651,No,0
7583,36.0,38301.0,15,RENT,8000.0,MEDICAL,14.11,12.0,653,No,0
7584,37.0,66139.0,14,MORTGAGE,3500.0,EDUCATION,16.89,13.0,693,No,0
7585,42.0,73029.0,22,MORTGAGE,8000.0,MEDICAL,5.42,13.0,677,Yes,0
7586,40.0,72968.0,20,MORTGAGE,14400.0,HOMEIMPROVEMENT,5.42,12.0,731,No,731
7587,46.0,73358.0,25,OWN,4100.0,EDUCATION,13.49,11.0,637,No,0
7588,38.0,73336.0,13,MORTGAGE,2700.0,VENTURE,11.99,15.0,695,Yes,0
7589,40.0,39331.0,15,RENT,8000.0,DEBTCONSOLIDATION,14.96,17.0,635,No,0
7590,39.0,40447.0,15,RENT,8000.0,DEBTCONSOLIDATION,14.26,12.0,658,No,0
7591,39.0,48866.0,17,RENT,8000.0,EDUCATION,7.14,16.0,601,Yes,0
7592,50.0,73090.0,27,MORTGAGE,2000.0,DEBTCONSOLIDATION,7.49,15.0,605,No,0
7593,41.0,73224.0,20,MORTGAGE,16800.0,PERSONAL,17.99,16.0,694,Yes,0
7594,38.0,73176.0,14,MORTGAGE,8000.0,DEBTCONSOLIDATION,10.99,13.0,700,No,0
7595,36.0,42029.0,15,RENT,8000.0,HOMEIMPROVEMENT,17.74,17.0,682,No,0
7596,37.0,51730.0,13,RENT,8000.0,DEBTCONSOLIDATION,12.69,15.0,656,Yes,0
7597,39.0,72868.0,17,MORTGAGE,4000.0,PERSONAL,10.59,12.0,608,Yes,0
7598,46.0,73139.0,24,MORTGAGE,3600.0,EDUCATION,6.99,12.0,699,Yes,0
7599,40.0,72866.0,19,MORTGAGE,3500.0,HOMEIMPROVEMENT,12.99,14.0,654,No,0
7600,37.0,52555.0,15,RENT,8000.0,MEDICAL,11.49,13.0,627,Yes,0
7601,43.0,73024.0,24,MORTGAGE,18000.0,VENTURE,10.99,11.0,696,Yes,0
7602,39.0,54331.0,12,RENT,8000.0,MEDICAL,12.53,14.0,586,No,0
7603,39.0,73049.0,18,OWN,6800.0,VENTURE,17.49,14.0,667,No,0
7604,48.0,72884.0,24,MORTGAGE,8000.0,MEDICAL,10.37,17.0,714,No,714
7605,37.0,55276.0,18,RENT,8000.0,EDUCATION,10.74,17.0,661,Yes,0
7606,41.0,47591.0,18,RENT,8000.0,PERSONAL,14.84,14.0,673,No,0
7607,38.0,73316.0,12,MORTGAGE,12000.0,DEBTCONSOLIDATION,7.66,15.0,631,Yes,0
7608,37.0,55175.0,13,RENT,8000.0,EDUCATION,9.63,17.0,741,No,741
7609,36.0,72990.0,13,OWN,10225.0,PERSONAL,17.51,13.0,659,No,0
7610,42.0,72854.0,20,MORTGAGE,8850.0,HOMEIMPROVEMENT,10.37,16.0,662,No,0
7611,37.0,57556.0,14,RENT,8000.0,EDUCATION,11.01,12.0,707,No,707
7612,41.0,58603.0,22,RENT,8000.0,EDUCATION,5.99,15.0,672,No,0
7613,48.0,72993.0,25,MORTGAGE,2500.0,DEBTCONSOLIDATION,7.29,11.0,702,No,702
7614,41.0,72877.0,18,MORTGAGE,4900.0,EDUCATION,14.09,12.0,632,Yes,0
7615,36.0,61074.0,18,RENT,8000.0,PERSONAL,17.49,14.0,711,Yes,711
7616,43.0,61066.0,21,RENT,8000.0,HOMEIMPROVEMENT,7.49,16.0,503,Yes,0
7617,37.0,60924.0,13,RENT,8000.0,HOMEIMPROVEMENT,10.99,16.0,704,Yes,704
7618,37.0,65620.0,13,MORTGAGE,25000.0,DEBTCONSOLIDATION,15.57,16.0,663,No,0
7619,43.0,72986.0,22,MORTGAGE,9250.0,MEDICAL,5.79,17.0,713,No,713
7620,43.0,60699.0,22,RENT,8000.0,HOMEIMPROVEMENT,12.84,17.0,643,No,0
7621,41.0,72857.0,16,OWN,12000.0,PERSONAL,6.91,13.0,675,No,0
7622,42.0,60999.0,18,RENT,8000.0,HOMEIMPROVEMENT,10.14,15.0,667,Yes,0
7623,37.0,61074.0,16,RENT,8000.0,DEBTCONSOLIDATION,11.01,16.0,692,No,0
7624,47.0,53855.0,24,RENT,8000.0,MEDICAL,11.01,11.0,689,No,0
7625,36.0,61526.0,15,RENT,8000.0,HOMEIMPROVEMENT,10.99,17.0,614,Yes,0
7626,41.0,73020.0,19,MORTGAGE,3850.0,MEDICAL,13.35,13.0,594,Yes,0
7627,36.0,62415.0,17,RENT,8000.0,MEDICAL,13.47,13.0,528,No,0
7628,39.0,72867.0,18,MORTGAGE,15000.0,VENTURE,6.91,14.0,724,No,724
7629,41.0,65925.0,16,MORTGAGE,5000.0,VENTURE,13.23,12.0,678,No,0
7630,36.0,73040.0,11,MORTGAGE,15000.0,EDUCATION,7.88,17.0,563,No,0
7631,38.0,64728.0,14,RENT,8000.0,MEDICAL,11.01,13.0,683,No,0
7632,38.0,72815.0,15,MORTGAGE,10000.0,VENTURE,7.51,14.0,600,Yes,0
7633,36.0,59574.0,12,RENT,8000.0,DEBTCONSOLIDATION,15.31,13.0,647,No,0
7634,36.0,72869.0,13,MORTGAGE,13750.0,MEDICAL,7.51,12.0,691,No,0
7635,41.0,70116.0,20,RENT,8000.0,PERSONAL,6.03,12.0,569,Yes,0
7636,36.0,64502.0,11,RENT,8000.0,MEDICAL,11.01,14.0,624,No,0
7637,37.0,72861.0,14,MORTGAGE,12000.0,DEBTCONSOLIDATION,12.73,15.0,695,Yes,0
7638,45.0,66066.0,25,MORTGAGE,7750.0,EDUCATION,16.07,13.0,639,No,0
7639,43.0,72853.0,22,RENT,8000.0,MEDICAL,10.37,16.0,648,No,0
7640,44.0,73067.0,21,MORTGAGE,15000.0,HOMEIMPROVEMENT,11.01,13.0,696,Yes,0
7641,40.0,73051.0,17,MORTGAGE,4800.0,VENTURE,14.59,11.0,639,Yes,0
7642,39.0,72977.0,18,RENT,8000.0,PERSONAL,9.88,14.0,612,Yes,0
7643,40.0,75042.0,16,RENT,8000.0,PERSONAL,11.48,17.0,691,No,0
7644,39.0,73150.0,18,RENT,5200.0,PERSONAL,11.01,11.0,625,No,0
7645,38.0,72973.0,18,OWN,6000.0,VENTURE,14.96,14.0,666,No,0
7646,43.0,72850.0,20,MORTGAGE,10000.0,HOMEIMPROVEMENT,9.88,16.0,629,No,0
7647,44.0,82657.0,21,RENT,5150.0,EDUCATION,7.9,14.0,671,Yes,0
7648,38.0,73060.0,17,MORTGAGE,16000.0,EDUCATION,16.35,17.0,581,Yes,0
7649,36.0,25110.0,13,RENT,5075.0,PERSONAL,11.48,11.0,721,No,721
7650,43.0,28562.0,24,RENT,5075.0,MEDICAL,10.59,12.0,711,Yes,711
7651,46.0,33713.0,24,RENT,5050.0,MEDICAL,11.01,11.0,685,No,0
7652,39.0,65755.0,17,MORTGAGE,6000.0,PERSONAL,11.83,16.0,635,No,0
7653,36.0,72851.0,13,MORTGAGE,8000.0,EDUCATION,13.92,15.0,694,No,0
7654,49.0,72865.0,26,OWN,7000.0,PERSONAL,11.01,13.0,647,Yes,0
7655,36.0,18975.0,18,RENT,5000.0,PERSONAL,10.59,11.0,679,No,0
7656,40.0,72799.0,17,MORTGAGE,12000.0,MEDICAL,8.94,15.0,679,Yes,0
7657,40.0,21379.0,16,RENT,5000.0,PERSONAL,8.94,17.0,672,No,0
7658,37.0,73065.0,18,OWN,5000.0,HOMEIMPROVEMENT,9.32,12.0,654,Yes,0
7659,39.0,72567.0,21,MORTGAGE,7000.0,MEDICAL,7.68,15.0,674,Yes,0
7660,37.0,72995.0,13,MORTGAGE,6000.0,HOMEIMPROVEMENT,9.32,16.0,664,No,0
7661,37.0,25457.0,15,RENT,5000.0,DEBTCONSOLIDATION,11.01,12.0,640,Yes,0
7662,40.0,73264.0,18,OWN,12000.0,VENTURE,9.63,13.0,713,Yes,713
7663,47.0,26387.0,26,RENT,5000.0,DEBTCONSOLIDATION,15.99,16.0,655,No,0
7664,37.0,26086.0,14,RENT,5000.0,PERSONAL,15.21,11.0,592,Yes,0
7665,36.0,65647.0,15,MORTGAGE,10000.0,MEDICAL,14.93,11.0,625,No,0
7666,37.0,29650.0,11,RENT,5000.0,VENTURE,14.65,14.0,724,No,724
7667,44.0,73000.0,24,OWN,11800.0,PERSONAL,8.63,12.0,581,Yes,0
7668,46.0,73234.0,22,MORTGAGE,5000.0,EDUCATION,11.72,16.0,634,Yes,0
7669,36.0,29853.0,9,RENT,5000.0,EDUCATION,10.36,17.0,616,Yes,0
7670,43.0,73087.0,19,MORTGAGE,4800.0,MEDICAL,9.64,13.0,604,Yes,0
7671,39.0,29533.0,15,RENT,5000.0,EDUCATION,11.14,12.0,672,Yes,0
7672,36.0,31040.0,12,RENT,5000.0,VENTURE,6.62,15.0,638,No,0
7673,36.0,74019.0,17,MORTGAGE,15000.0,DEBTCONSOLIDATION,9.63,14.0,682,Yes,0
7674,40.0,66930.0,17,MORTGAGE,6000.0,PERSONAL,9.76,14.0,727,No,727
7675,44.0,32651.0,22,RENT,5000.0,EDUCATION,10.0,11.0,718,No,718
7676,41.0,73895.0,15,MORTGAGE,15000.0,DEBTCONSOLIDATION,11.01,11.0,729,Yes,729
7677,39.0,74362.0,15,MORTGAGE,14000.0,VENTURE,16.29,17.0,568,Yes,0
7678,41.0,74147.0,22,MORTGAGE,8500.0,PERSONAL,11.01,14.0,640,Yes,0
7679,37.0,33351.0,14,RENT,5000.0,VENTURE,11.49,11.0,671,No,0
7680,38.0,34361.0,11,RENT,5000.0,MEDICAL,14.59,16.0,587,No,0
7681,38.0,66814.0,17,MORTGAGE,25000.0,DEBTCONSOLIDATION,11.01,14.0,603,No,0
7682,42.0,74300.0,21,OWN,14400.0,PERSONAL,7.51,17.0,625,Yes,0
7683,40.0,75099.0,16,RENT,8000.0,DEBTCONSOLIDATION,8.49,15.0,588,Yes,0
7684,42.0,75383.0,19,RENT,8000.0,PERSONAL,9.63,11.0,672,No,0
7685,36.0,74143.0,15,MORTGAGE,10000.0,DEBTCONSOLIDATION,10.25,12.0,655,Yes,0
7686,36.0,75539.0,16,RENT,8000.0,DEBTCONSOLIDATION,11.12,13.0,613,No,0
7687,45.0,74552.0,20,MORTGAGE,11600.0,DEBTCONSOLIDATION,13.48,11.0,696,Yes,0
7688,37.0,74278.0,17,MORTGAGE,10000.0,DEBTCONSOLIDATION,13.57,15.0,688,No,0
7689,45.0,74221.0,25,OWN,20000.0,MEDICAL,13.22,17.0,716,No,716
7690,39.0,74715.0,19,MORTGAGE,5200.0,PERSONAL,8.49,17.0,640,Yes,0
7691,37.0,74602.0,13,MORTGAGE,6350.0,MEDICAL,7.51,14.0,657,Yes,0
7692,38.0,78647.0,16,RENT,8000.0,DEBTCONSOLIDATION,11.83,11.0,648,Yes,0
